source,reference,terms,base_basic,base_strong,lora_no_term,lora_basic,lora_basic_cleaned,terms_dict,base_translation_only,base_basic_clean
Make sure to select a deployed data access control to have access to data preview.,"Stellen Sie sicher, dass Sie eine implementierte Datenzugriffskontrolle auswählen, um Zugriff auf die Datenvorschau zu erhalten.",{'access control': 'Zugriffskontrolle'},"Zögern Sie nicht, eine bereitgestellte Datenzugriffsverwaltung auszuwählen, um Zugriff auf Datenschaueinsicht zu haben.","Zugriffskontrolle auswählen, um Datenprägung zu haben.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Sobald Sie eine ausgeführte Datenzugriffsverwaltung auswählen, haben Sie Zugriff auf die Datenansicht.","Sobald Sie eine ausgeführte Datenzugriffsverwaltung auswählen, haben Sie Zugriff auf die Datenansicht.",{'access control': 'Zugriffskontrolle'},"Sorge dafür, dass Sie eine ausgeführte Datenzugriffsverwaltung ausgewählt haben, um Datenprägung zu besitzen.","Achte darauf, eine ausgeführte Datenzugriffsverwaltung auszuwählen, um Datenpräsentationen zu haben."
"On choosing the Explode BOM button, the Selection Criteria for BOM Explosion dialog box appears.","Wenn Sie die Drucktaste Stückliste auflösen wählen, gelangen Sie auf das Dialogfenster Selektionskriterien für Stücklistenauflösung.",{'selection': 'Selektion'},"Die Selektion des Buttons ""Explode BOM"" zeigt die Dialogbox für die Selektion der BOM-Explosion an.",Die Selektion der BOM-Explodier-Schaltfläche zeigt die Dialogbox für die BOM-Explodier-Kriterien an.,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Deutsch: Wenn Sie den Button ""Explode BOM"" auswählen, erscheint das Dialogfeld für die Auswertung der Auswahl für die BOM-Explosion.","Deutsch: Wenn Sie den Button ""Explode BOM"" auswählen, erscheint das Dialogfeld für die Auswertung der Auswahl für die BOM-Explosion.",{'selection': 'Selektion'},Auf der Auswahl des Explodieren von BOM-Buttons erscheint die Dialogbox für die Auswahlläufigkeiten zur BOM-Exploration.,Während der Auswahl des Explodieren von BOM-Buttons erscheint die Dialogbox für die Selektion der BOM-Explosionkriterien.
You can create new objects directly from the Business Catalog so that you can continuously work even if entities are not found in the Catalog.,"Sie können neue Objekte direkt aus dem Business-Katalog heraus erstellen, sodass Sie auch dann fortlaufend arbeiten können, wenn im Katalog keine Entitäten gefunden werden.",{'create': 'erstellen'},"Sie können neue Objekte direkt aus dem Geschäfts-Katalog erstellen, sodass Sie sich immer weiterarbeiten können, selbst wenn keine Einträge im Katalog vorhanden sind.","Erstelle Sie neue Objekte direkt aus dem Geschäfts-Katalog, damit Sie sich immer weiterarbeiten können, wenn keine Elemente im Katalog vorhanden sind.","Sie können neue Objekte direkt aus dem Geschäfts-Katalog erstellen, sodass Sie sich immer weiterarbeiten können, wenn keine Elemente im Katalog gefunden werden.","Gerne! Hier ist die deutsche Übersetzung:

Sie können neue Objekte direkt aus dem Geschäfts-Katalog erstellen, sodass Sie sich immer weiterarbeiten können, wenn keine Elemente im Katalog gefunden werden.","Sie können neue Objekte direkt aus dem Geschäfts-Katalog erstellen, sodass Sie sich immer weiterarbeiten können, wenn keine Elemente im Katalog gefunden werden.",{'create': 'erstellen'},"Du kannst neue Objekte direkt aus dem Geschäfts-Katalog erstellen, sodass du immer noch arbeitest, wenn keine Einträge im Katalog vorhanden sind.","Sie können neue Objekte direkt aus dem Geschäfts-Katalog erstellen, sodass Sie immer noch arbeiten können, wenn Entitäten im Katalog nicht gefunden werden."
Validity period of the text block,Gültigkeitszeitraum des Textblocks,{'validity period': 'Gültigkeitszeitraum'},Gültigkeitszeitraum des Textblocks,Gültigkeitszeitraum des Textblocks,Validität des Textblocks,Gültigkeitszeitraum des Textblocks,Gültigkeitszeitraum des Textblocks,{'validity period': 'Gültigkeitszeitraum'},Gültigkeitszeitraum,Gültigkeitszeitraum der Textabschnitt
Displays the remote source transaction.,Zeigt die Remote-Quellen-Transaktion an.,{'source': 'Quelle'},Zeigt die entfernte Quell-Transaktion an.,Zeigt die entfernte Quelltransaktion an.,Zeigt die entfernte Quelltransaktion an.,Quellentransaktion anzeigen,Quellentransaktion anzeigen,{'source': 'Quelle'},Zeigt die entfernte Quell-Transaktion.,Zeigt die entfernte Quell-Transaktion.
Integrate an account with your space to be able to create connections for connector instances.,"Integrieren Sie ein Konto in Ihren Space, um Verbindungen für Konnektorinstanzen erstellen zu können.",{'connector': 'Konnektor'},"Verbinde eine Konto mit deinem Raum, um Connector-Instanzen zu erstellen.","Integriere ein Konto mit deinem Raum, um Verbindungen für Connector-Instanzen zu erstellen.","Integriere einen Account mit deinem Raum, um Koppeln für Connector-Instanzen zu erstellen.","Integriere einen Account mit deinem Raum, um Konnektorkonfigurationen zu erstellen.","Integriere einen Account mit deinem Raum, um Konnektorkonfigurationen zu erstellen.",{'connector': 'Konnektor'},"Verbinde einen Kontostand mit deinem Raum, um Koppeln für Konnektoren zu erstellen.","Verbinde einen Kontostand mit deinem Raum, um Koppeln für Konnektoren zu erstellen."
"After registering the activation key, they can perform all data provider tasks.",Nach der Registrierung des Aktivierungsschlüssels können sie alle Aufgaben des Datenproviders ausführen.,{'data provider': 'Datenprovider'},Nach der Registrierung des Aktivierungsschlüssels können sie alle Datenprovideraufgaben ausführen.,Nach der Registrierung des Aktivierungsschlüssels können sie alle Tasks des Datenproviders ausführen.,Nach der Registrierung des Aktivierungsschlüssels können sie alle Datenverwaltungsaufgaben ausführen.,Nach der Registrierung des Aktivierungsschlüssels können sie alle Datenprovider-Arbeitsaufgaben ausführen.,Nach der Registrierung des Aktivierungsschlüssels können sie alle Datenprovider-Arbeitsaufgaben ausführen.,{'data provider': 'Datenprovider'},Nach der Registrierung des Aktivierungsschlüssels können sie alle Datenprovideraufgaben ausführen.,Nach der Registrierung des Aktivierungsschlüssels können sie alle Datenverarbeitungsarbeiten ausführen.
"All maintenance planners have full permissions and can modify, share, or delete the schedule.","Alle Instandhaltungsplaner verfügen über volle Berechtigungen und können den Terminplan ändern, freigeben oder löschen.",{'schedule': 'Terminplan'},"Alle Planungspläne haben Vollzugriff und können den Terminplan bearbeiten, teilen oder löschen.","Alle Planungsplatten haben Vollzugriff und können den Terminplan bearbeiten, teilen oder löschen.","Alles Maintenance-Planer haben Vollzugriff und können die Planung bearbeiten, teilen oder löschen.","Alle Planer haben Vollzugriff und können die Scheduling bearbeiten, teilen oder löschen.","Alle Planer haben Vollzugriff und können die Scheduling bearbeiten, teilen oder löschen.",{'schedule': 'Terminplan'},"Alle Maintenancepläne haben Vollzugriff und können den Terminplan bearbeiten, teilen oder löschen.","Alle Maintenancepläne haben Vollzugriff und können den Terminplan bearbeiten, teilen oder löschen."
"The intent of this user is to support where ordinary database users lack the required privileges and, thus, should only be created when a specific task is required.","Dieser Benutzer dient in Fällen, in denen normale Datenbankbenutzer nicht über die erforderlichen Berechtigungen verfügen, als Unterstützung und sollte deshalb nur für bestimmte Aufgaben erstellt werden.",{'support': 'Unterstützung'},"Die Absicht dieses Nutzers ist es, Unterstützung zu bieten, bei der normalerweise Datenbankbenutzer die erforderlichen Rechte besitzen und somit nur erstellt werden sollten, wenn ein spezifisches Aufgabensetzung erforderlich ist.","Die Absicht dieses Nutzers ist es, Unterstützung zu bieten, bei der normalerweise Datenbankbenutzer die erforderlichen Berechtigungen fehlen und somit nur erstellt werden sollten, wenn ein spezifisches Aufgabensetzung erforderlich ist.","Der Benutzerinhalt dieser Anwendung soll unterstützen, wenn die erforderlichen Berechtigungen von normalen Datenbankbenutzern fehlen und daher nur dann erstellt werden, wenn ein spezifisches Aufgabenbereich erforderlich ist.","Support ist hierbei der Zweck, wenn normale Datenbankbenutzer die erforderlichen Berechtigungen nicht haben und daher nur dann erstellt werden sollten, wenn ein spezifisches Aufgabenbereich erfordert wird.","Support ist hierbei der Zweck, wenn normale Datenbankbenutzer die erforderlichen Berechtigungen nicht haben und daher nur dann erstellt werden sollten, wenn ein spezifisches Aufgabenbereich erfordert wird.",{'support': 'Unterstützung'},"Die Absicht dieser Benutzer ist es, Unterstützung zu bieten, wo normale Datenbankbenutzer die erforderlichen Berechtigungen nicht besitzen und daher nur erstellt werden sollten, wenn ein spezifisches Aufgabensetzung erforderlich ist.","Die Absicht dieser Benutzer ist es, Unterstützung zu bieten, wo normale Datenbankbenutzer die erforderlichen Berechtigungen nicht besitzen und daher nur erstellt werden sollten, wenn ein spezifisches Aufgabensetzung erforderlich ist."
Sequence Cache Size,Parameter für Sequenz-Cache-Größe,{'sequence': 'Sequenz'},Sequenzcache Größe,Sequenz-Kachegröße,Gerätecache Größe,Sequenzcache Größe,Sequenzcache Größe,{'sequence': 'Sequenz'},Sequenzcache Größe,Sequenzcache Größe
Narrow down the list of operations based on their work center.,Sie können die Vorgangsliste basierend auf ihrem Arbeitsplatz eingrenzen.,"{'work center': 'Arbeitsplatz', 'operation': 'Vorgang'}",Narrowen Sie die Liste der Vorgänge nach ihrem Arbeitsplatz.,Arbeite die Liste der Operationen basierend auf ihrem Arbeitsplatz weiterhin zusammenfassen.,Narrowen Sie die Liste der Operationen auf ihre Arbeitsabteilung.,Narrow down the list of operations based on their work center.,Narrow down the list of operations based on their work center.,"{'work center': 'Arbeitsplatz', 'operation': 'Vorgang'}",Nehmen Sie die Liste der Operationen basierend auf ihrem Arbeitsplatz zur Schleife.,Nehmen Sie die Liste der Operationen basierend auf ihrem Arbeitsplatz zur Kenntnis.
"Providing comprehensive information about Data Category, Industry, SAP Application, or Regional Coverage when creating a data provider profile ensures that consumers can find your provider page and your data products tagged with this information in the Data Marketplace.","Wenn Sie beim Erstellen eines Datenprovider-Profils umfassende Informationen über Datenkategorie, Branche, SAP-Anwendung oder regionale Abdeckung bereitstellen, stellen Sie sicher, dass die Benutzer Ihre Provider-Seite und Ihre Datenprodukte, die mit diesen Informationen getaggt sind, auf dem Data Marketplace finden.",{'data provider': 'Datenprovider'},"Die Bereitstellung von umfassenderen Informationen über die Datentypen, den Industriebereich, dem SAP-Anwendungsmodell oder der Regionale Überwachung bei der Erstellung einer Datenproviderprofilierung sorgt dafür, dass Käufer Ihre Provider-Seite finden und Ihre Datenprodukte mit dieser Information im Data-Markttaggen.","Sollten eine Quelltermine im englischen Satz vorkommen, verwenden Sie den exakten deutschen Zieltermin aus dem Termin-Liste:

Datenprovider","Sobald Sie eine Datenleistung mit vollständiger Information über die Datenkategorie, dem Industriezweig, der SAP-Anwendung oder der Regionale Überwachung erstellen, können Nutzer Ihre Leistungsseite finden und Ihren Datensätzen diese Informationen anhängen, die im Datenmarkt taggiert sind.","Verfügbare Informationen zu den Datentypen, dem Industriebereich, dem SAP-App-Bereich oder der Regionale Überwachung, wenn Sie ein Datenproviderprofil erstellen, ermöglichen es den Benutzern, Ihre Provider-Seite und Ihre Datenprodukte mit dieser Information zu finden, die im Datenmarkt gekennzeichnet sind.","Verfügbare Informationen zu den Datentypen, dem Industriebereich, dem SAP-App-Bereich oder der Regionale Überwachung, wenn Sie ein Datenproviderprofil erstellen, ermöglichen es den Benutzern, Ihre Provider-Seite und Ihre Datenprodukte mit dieser Information zu finden, die im Datenmarkt gekennzeichnet sind.",{'data provider': 'Datenprovider'},"Datenprovider bieten umfassende Informationen über die Datentypen, den Industriebereich, das SAP-Verwaltungsprogramm oder die Regionale Auslastung, wenn sie eine Datenproviderprofil erstellen. Dadurch können Konsumenten Ihre Provider-Seite finden und Ihre Datenprodukte mit dieser Information im Data-Markt markieren.","Dateninformationen über die Datentypen, den Industriebereich, dem SAP-Anwendungsmodell oder der Regionale Überwachung bei der Erstellung einer Datenproviderprofilierung sorgen dafür, dass Konsumenten Ihre Provider-Seite finden und Ihre Datenprodukte mit dieser Information im Datenmarktplatz durchsuchen können."
"At the end of the longest configured residence period, the data is blocked or deleted.",Nach Ablauf der längsten Residenzzeit werden die Daten gesperrt oder gelöscht.,{'residence period': 'Residenzzeit'},Ende der längsten konfigurierten Residenzzeit werden Daten blockiert oder gelöscht.,"At the end of the longest configured residence period, the data is blocked or deleted.",Endlich nach dem längsten konfigurierten Aufenthaltszeitraum werden die Daten blockiert oder gelöscht.,Ende der längsten konfigurierten Residenzzeit wird die Daten blockiert oder gelöscht.,Ende der längsten konfigurierten Residenzzeit wird die Daten blockiert oder gelöscht.,{'residence period': 'Residenzzeit'},Am Ende der längsten konfigurierten Residenzzeit werden die Daten blockiert oder gelöscht.,Am Ende der längsten konfigurierten Residenzzeit werden die Daten blockiert oder gelöscht.
"When you create a new clause, you can choose its type from this list.","Wenn Sie eine neue Klausel anlegen, können Sie deren Art aus dieser Liste auswählen.","{'create': 'anlegen', 'type': 'Art'}","Wenn Sie eine neue Clause erstellen, können Sie ihr Typ aus dieser Liste wählen.","Wenn Sie eine neue Clause erstellen, können Sie ihr Art aus dieser Liste wählen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Anlegen eines neuen Absatzes ermöglicht es Ihnen, die Art des Absatzes aus dieser Liste zu wählen.","Anlegen eines neuen Absatzes ermöglicht es Ihnen, die Art des Absatzes aus dieser Liste zu wählen.","{'create': 'anlegen', 'type': 'Art'}","Anlegen Sie ein neues Klammerzeichen, wählen Sie dann aus dieser Liste seine Art.","Wenn Sie eine neue Clause erstellen, können Sie ihr Typ aus dieser Liste wählen."
Sensitive personal data,Sensible personenbezogenen Daten,{'personal data': 'personenbezogene Daten'},Persönliche besondere Daten,personenbezogene Datenschutzinformationen,Sachliche personelle Daten,personenbezogene Daten,personenbezogene Daten,{'personal data': 'personenbezogene Daten'},personenbezogene Daten,Persönliche Daten
"If you want to change the work center for an order operation that you've already scheduled, you must reset it first.","Wenn Sie den Arbeitsplatz für einen Auftragsvorgang ändern möchten, den Sie bereits terminiert haben, müssen Sie ihn zunächst zurücksetzen.","{'scheduled': 'terminiert', 'reset': 'zurücksetzen'}","Wenn Sie den Arbeitstisch für eine bereits terminierte Bestelloperation ändern möchten, müssen Sie ihn zuerst zurücksetzen.","Wenn Sie den Arbeitsplatz für eine bereits geplante Bestelloperation ändern möchten, müssen Sie ihn zuerst zurücksetzen.","Sie müssen es erst zurücksetzen, bevor Sie die Arbeitsschicht für eine bereits geplante Bestelloperation ändern können.","Gerne! Hier ist die deutsche Übersetzung:

Wenn Sie den Arbeitssitz für eine bereits terminierte Bestellung ändern möchten, müssen Sie ihn zuerst zurücksetzen.","Wenn Sie den Arbeitssitz für eine bereits terminierte Bestellung ändern möchten, müssen Sie ihn zuerst zurücksetzen.","{'scheduled': 'terminiert', 'reset': 'zurücksetzen'}","Wenn Sie den Arbeitsplatz für eine Bestelloperation ändern möchten, die bereits terminiert ist, müssen Sie sie zuerst zurücksetzen.","Wenn Sie den Arbeitsplatz für eine bereits terminierte Bestelloperation ändern möchten, müssen Sie ihn zuerst zurücksetzen."
"Visualize and create associations between your remote tables, local tables, and views.","Visualisieren und erstellen Sie Assoziationen zwischen Ihren Remote-Tabellen, Ihren lokalen Tabellen und Ihren Views.",{'create': 'erstellen'},"Visualisieren und Erzeugen von Verknüpfungen zwischen deinen entfernten Tabellen, lokalen Tabellen und View-Tabellen.","Visualisieren und Erzeugen von Verknüpfungen zwischen Ihren entfernten Tabellen, lokalen Tabellen und Viewn.","Visualisieren und Verknüpfungen zwischen Ihren entfernten Tabellen, lokalen Tabellen und Views erstellen.","Visualisieren und Erstellen von Verknüpfungen zwischen Ihren entfernten Tabellen, lokalen Tabellen und Views.","Visualisieren und Erstellen von Verknüpfungen zwischen Ihren entfernten Tabellen, lokalen Tabellen und Views.",{'create': 'erstellen'},"Erstelle und verbinde Verweise zwischen deinen entfernten Tabellen, deinen lokalen Tabellen und Ihren Views.","Zeichne und schließe Verbindungen zwischen deinen entfernten Tabellen, deinen lokalen Tabellen und deinen Views."
You can click on each status; you will then be navigated to the respective messages.,Sie können auf jeden Status klicken. Sie gelangen dann zu den entsprechenden Nachrichten.,{'message': 'Nachricht'},Du kannst auf jede Statusmeldung klicken; dann werden du zu den entsprechenden Nachrichten weitergeleitet.,Du kannst auf jede Statusmeldung klicken; dann werden du zu den entsprechenden Nachrichten weitergeleitet.,Sie können auf jede Status-Information klicken; Sie werden dann zu den entsprechenden Nachrichten weitergeleitet.,Sie können auf jede Status-Information klicken; Sie werden dann zu den entsprechenden Nachrichten weitergeleitet.,Sie können auf jede Status-Information klicken; Sie werden dann zu den entsprechenden Nachrichten weitergeleitet.,{'message': 'Nachricht'},Du kannst auf jede Status-Information klicken; dann werden du zu den entsprechenden Nachrichten weitergeleitet.,Du kannst auf jede Status-Information klicken; dann werden du zu den entsprechenden Nachrichten weitergeleitet.
"First, you need to select the Space you would like to work in.","Wählen Sie zunächst den Space aus, in dem Sie arbeiten möchten.",{'space': 'Space'},"Erstelle Sie bitte den Raum, in dem Sie arbeiten möchten.",Erstelle Sie bitte den gewünschten Raum für Ihre Arbeit auswählen müssen.,Gerne! Bitte geben Sie den deutschen Übersetzungsnachweis an.,"Gerne gesucht:  
Bitte wählen Sie das Space aus, in dem Sie arbeiten möchten.","Gerne gesucht:  
Bitte wählen Sie das Space aus, in dem Sie arbeiten möchten.",{'space': 'Space'},"Erst wählen Sie die Space, in der Sie arbeiten möchten.","Erst wählen Sie die Space, in der Sie arbeiten möchten."
To prevent your space from being locked:,So vermeiden Sie eine Sperrung Ihres Space:,{'space': 'Space'},"Terminologie:
Space -> Raum

Deutsch: Um deinen Raum nicht zu verwalten:",To prevent your Space from being locked:,To prevent your space from being locked:,To prevent your space from being locked:,To prevent your space from being locked:,{'space': 'Space'},"Bitte beachten Sie Ihre Ressource vorbehaltlich der folgenden Anweisung:

Ressource -> Space","Um Ihr Raum nicht zu verwalten:

Terminologie:
Raum -> Space"
Version and Revision,Version und überarbeitete Version,{'revision': 'überarbeitete Version'},Überarbeitete Version und Revision,Überarbeitete Version und Revision,Version und Revision,Version und Überarbeitete Version,Version und Überarbeitete Version,{'revision': 'überarbeitete Version'},Überarbeitete Version,Überarbeitete Version und Revision
For more information on connecting to sources and assigning a connection to your space see the Connections help tab.,Weitere Informationen über die Verbindung mit Quellen und die Zuordnung einer Verbindung zu Ihrem Space finden Sie auf der Registerkarte zur Hilfe für Verbindungen.,{'space': 'Space'},Für mehr Informationen zu der Verbindung mit Quellen und dem Zuweisen einer Verbindung Ihrem Raum siehe die Hilfeleiste zur Verbindungen.,"For mehr Informationen zum Verbinden von Quellen und die Zuweisung einer Verbindung zu Ihrem Raum siehe den Hilfetab ""Verbindungen"".","Gerne! Hier ist die deutsche Übersetzung:

Weitere Informationen zu Verbindungen und der Zuweisung einer Verbindung an Ihre Ressource finden Sie im Hilfe-Tab ""Verbindungen"".","Weitere Informationen zu Verbindungen und der Zuweisung einer Verbindung Ihrer Space finden Sie im Hilfebereich ""Verbindungen"".","Weitere Informationen zu Verbindungen und der Zuweisung einer Verbindung Ihrer Space finden Sie im Hilfebereich ""Verbindungen"".",{'space': 'Space'},Für mehr Informationen zum Verbinden von Quellen und die Zuweisung einer Verbindung zu Ihrem Raum siehe den Hilfetab für Verbindungen.,"Für mehr Informationen zu Verbindungen an Quellen und die Zuweisung einer Verbindung Ihrer Ressource siehe den Hilfetab ""Verbindungen""."
The component determines which apps are required for your compliance activities.,"Die Komponente bestimmt, welche Apps für Ihre Compliance-Aktivitäten erforderlich sind.",{'compliance': 'Compliance'},"Der Komponente bestimmt die Apps, die für Ihre Compliance-Aktivitäten erforderlich sind.","Der Komponente bestimmt die Apps, die für Ihre Compliance-Aktivitäten erforderlich sind.","Gerne! Hier ist die deutsche Übersetzung:

Deine Compliance-Aktivitäten benötigen bestimmte Apps. Die Komponente definiert, welche Apps für deine Compliance-Aktivitäten erforderlich sind.",Die Komponente definiert die erforderlichen Apps für Ihre Compliance-Aktivitäten.,Die Komponente definiert die erforderlichen Apps für Ihre Compliance-Aktivitäten.,{'compliance': 'Compliance'},Der Komponente bestimmt die erforderlichen Apps für Ihre Compliance-Aktivitäten.,"Der Komponente bestimmt, welche Anwendungen für Ihre Compliance-Aktivitäten erforderlich sind."
Start and end dates of the obligation,Beginn- und Enddatum der Verpflichtung,{'end date': 'Enddatum'},Beginn und Ende des Verpflichtungen,Beginn und Ende der Verpflichtung,Start- und Enddatum der Verpflichtung,Enddatum der Verpflichtung,Enddatum der Verpflichtung,{'end date': 'Enddatum'},Enddatum der Verpflichtung,Beginn und Ende des Verpflichtungen
Set fuzzy match scores to decide when to place input records in the Matched and Review results categories.,"Legen Sie Scores für den unscharfen Abgleich fest, um zu entscheiden, wann Eingabedatensätze in die Ergebniskategorien Mit Übereinstimmung und Zur Prüfung eingeordnet werden sollen.",{'review': 'Prüfung'},"Ermittlung von flüchtigen Übereinstimmungen wird verwendet, um die Eingaberecords in die Ergebnisse der ""Matched"" und ""Prüfung"" Kategorien zu platzieren.","Prüfung der Fuzzy-Match-Scoren um zu bestimmen, wann die Eingaberecords im Ergebnisbereich ""Matched"" und ""Review"" platziert werden sollen.","Setz Fuzzy-Match-Score-Listen um zu entscheiden, wann die Eingaberecords im Ergebnisbereich ""Matched"" und ""Review"" platziert werden.","Prüfungsscoren für den Prüfungsstatus festzulegen, um Input-Records in die Ergebnisse der Prüfung und der Prüfung zu platzieren.","Prüfungsscoren für den Prüfungsstatus festzulegen, um Input-Records in die Ergebnisse der Prüfung und der Prüfung zu platzieren.",{'review': 'Prüfung'},"Prüfungsergebnisse entscheiden über die Fuzzy-Match-Scoren, wann Input-Records in den Kategorien ""Matched"" und ""Review"" platziert werden sollen.","Bestimme Fuzzy-Match-Scoren, um Input-Records in die Ergebnisse der ""Prüfung"" und ""Überprüfung"" zu platzieren."
You can even set the corresponding value for these file types while using the Assembly Automation Levels during the creation of virtual documents.,"Sie können sogar den entsprechenden Wert für diese Dateitypen angeben, wenn Sie die Automatisierungsgrade der Zusammenstellung beim Anlegen virtueller Dokumente festlegen.",{'assembly': 'Zusammenstellung'},Sie können sogar den zugehörigen Wert für diese Dateitypen während der Erstellung virtueller Dokumente beim Einsatz der Assembly Automatisierungsebenen einstellen.,Du kannst sogar den zugehörigen Wert für diese Dateitypen während der Erstellung virtueller Dokumente mit dem Assembly Automatisierungstypen einstellen.,Sie können sogar den entsprechenden Wert für diese Dateitypen während der Erstellung virtueller Dokumente beim Verwenden von Assemblenautomatisierungsebenen festlegen.,Sie können sogar den entsprechenden Wert für diese Dateitypen während der Erstellung virtueller Dokumente mit dem Assembly Automation Levels einstellen.,Sie können sogar den entsprechenden Wert für diese Dateitypen während der Erstellung virtueller Dokumente mit dem Assembly Automation Levels einstellen.,{'assembly': 'Zusammenstellung'},Du kannst sogar den zugehörigen Wert für diese Dateitypen während der Erstellung virtueller Dokumente bei der Verwendung der Assemblaturautomatisierungsebenen setzen.,Du kannst sogar den zugehörigen Wert für diese Dateitypen während der Erstellung virtueller Dokumente bei der Verwendung von Assemblenautomatisierungsebenen setzen.
"An Auxiliary Attribute is an attribute which can be used further within the business entity, but is not exposed to consumption models.","Ein Hilfsattribut ist ein Attribut, das in der Geschäftsentität weiter verwendet werden kann, aber nicht für andere Verbrauchsmodelle exponiert ist.",{'consumption model': 'Verbrauchsmodell'},"Ein Hilfsattribut ist eine Eigenschaft, die in der Geschäfts- oder Organisationseinheit weiter verwendet werden kann, aber nicht im Verbrauchsmodell zur Verfügung gestellt wird.","Ein Hilfsattribut ist eine Eigenschaft, die weiter im Geschäftsobjekt verwendet werden kann, aber nicht dem Verbrauchsmodell zugänglich ist.","Geräteattribute sind Eigenschaften, die in der Geschäfts- oder Produktmodellierung weiter verwendet werden können, aber nicht für Verwendung im Konsummodell verfügbar gemacht werden.","Geräteattribute sind Eigenschaften, die in der Geschäfts-Entität verwendet werden können, aber nicht im Verbrauchsmodell verfügbar sind.","Geräteattribute sind Eigenschaften, die in der Geschäfts-Entität verwendet werden können, aber nicht im Verbrauchsmodell verfügbar sind.",{'consumption model': 'Verbrauchsmodell'},"Ein Hilfsattribut ist eine Eigenschaft, die weiter im Geschäftsobjekt verwendet werden kann, aber nicht zur Verwendung in Verbrauchsmodellen ausgegeben wird.","Ein Hilfsattribut ist eine Eigenschaft, die in der Geschäfts-Entität weiter verwendet werden kann, aber nicht zur Verwendung im Verbrauchsmodell ausgegeben wird."
"Before saving your changes to any connection properties other than business name or description, re-enter your credentials.","Bevor Sie die Änderungen an Verbindungseigenschaften außer dem betriebswirtschaftlichen Namen und der Beschreibung speichern, geben Sie Ihre Anmeldeinformationen erneut ein.",{'business name': 'betriebswirtschaftlicher Name'},Vor dem Speichern Ihrer Änderungen an allen anderen Verbindungseigenschaften als Betriebswirtschaftlichener Name oder Beschreibung wird die Eingabe der Kennzahlen wiederholt.,Vor dem Speichern Ihrer Änderungen an Verbindungseigenschaften außer Betriebswirtschaftlicher Name oder Beschreibung wird die Eingabe der Kennwort- und Benutzerdaten erneut durchgeführt.,"Von den Verbindungseigenschaften auszugeben, die nicht das Geschäftsnamen oder Beschreibung sind, überprüfen Sie Ihre Anmeldeinformationen erneut.",Vor dem Speichern Ihrer Änderungen an anderen Verbindungseigenschaften als Betriebsname oder Beschreibung müssen Sie Ihre Anmeldeinformationen erneut eingeben.,Vor dem Speichern Ihrer Änderungen an anderen Verbindungseigenschaften als Betriebsname oder Beschreibung müssen Sie Ihre Anmeldeinformationen erneut eingeben.,{'business name': 'betriebswirtschaftlicher Name'},"Bevor Sie Ihre Änderungen an anderen Verbindungseigenschaften als Betriebswirtschaftlichen Namen oder Beschreibung speichern, überprüfen Sie bitte Ihre Kredentials.","Bevor Sie Ihre Änderungen an anderen Verbindungseigenschaften als Betriebswirtschaftlichen Namen oder Beschreibung speichern, überprüfen Sie bitte Ihre Kredentials."
Create New Objects,Neue Objekte erstellen,{'create': 'erstellen'},Erstellen Neuerer Objekte,Erstelle Neue Objekte,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:",{'create': 'erstellen'},Erstelle Neue Objekte,Erstelle Neue Objekte
"Change how the schedule is defined, or take over the ownership of the schedule.","Ändern Sie die Definition des Zeitplans, oder übernehmen Sie die Verantwortlichkeit für den Zeitplan.",{'schedule': 'Zeitplan'},Aendere die Definition des Zeitplans oder übernehme die Verwaltung des Zeitplans.,Zeitplan definieren oder die Verantwortung für den Zeitplan übernehmen.,Verwende die Schedulingdefinition oder übernehme die Verantwortung für die Schedulinganforderung.,"Gerne! Hier ist die deutsche Übersetzung:

Zeitplan definieren oder das Zeitplan übernehmen.",Zeitplan definieren oder das Zeitplan übernehmen.,{'schedule': 'Zeitplan'},"Ändern Sie den Zeitplan, oder übernehmen Sie die Verantwortung für ihn.",Ändern Sie die Definition des Zeitplans oder übernehmen Sie die Verwaltung des Zeitplans.
