source,reference,terms,base_basic,base_strong,lora_no_term,lora_basic,lora_basic_cleaned,terms_dict,qwen3b_basic,qwen3b_strong,qwen3b_no_term
You can only update the following items:,Sie können nur folgende Positionen aktualisieren:,{'update': 'aktualisieren'},Du kannst nur die folgenden Inhalte aktualisieren:,Aktualisieren Sie nur die folgenden Inhalte:,"Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn in deutscher Sprache übersetzen.",{'update': 'aktualisieren'},Sie können nur die folgenden Elemente aktualisieren:,Sie können nur die folgenden Items aktualisieren:,Sie können nur die folgenden Elemente aktualisieren:
In the Format section:,Im Bereich Format:,{'format': 'Format'},In der Formatsektion:,In der Formatsektion:,"Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn in deutscher Sprache übersetzen.",{'format': 'Format'},In der Formatsektion:,"In der Formatsektion:

Terminologie:
format -> Format","In der Abschnitt ""Format"":"
Editing Virtual Documents,Bearbeiten virtueller Dokumente,{'document': 'Dokument'},Bearbeiten von Virtuellen Dokumenten,Dokumentbearbeitung,Geräteverwaltung,Dokumente bearbeiten,Dokumente bearbeiten,{'document': 'Dokument'},"Editing Virtual Documents

Using the provided terminology:

German translation:
Dokumente virtuelle bearbeiten",Dokumentieren virtueller Dokumente,Bearbeitung virtueller Dokumente
The Create Customer:,Das Bild Kunden anlegen:,{'customer': 'Kunde'},Der Erstellen eines Kunden:,Kunden erstellen,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.",{'customer': 'Kunde'},Der Kunde:,Der Kunde:,Der Erstellen des Kunden:
Sent to Interface,An Schnittstelle gesendet,{'interface': 'Schnittstelle'},Schnittstelle versandt,Schnittstelle-Anforderung,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.",{'interface': 'Schnittstelle'},Sent an die Schnittstelle,Gestellt an die Schnittstelle,Gesendet an die Schnittstelle
Create a subtask.,Erstellen einer Unteraufgabe,{'create': 'erstellen'},Erstelle eine Unteraufgabe.,Erstelle ein Untertask.,Erstellen Sie eine Unteraufgabe.,Erstellen Sie ein Unterziel.,Erstellen Sie ein Unterziel.,{'create': 'erstellen'},Erstellen Sie eine Unteraufgabe.,Erstellen eine Unteraufgabe.,Erstelle eine Unteraufgabe.
Check Adjusted Item,Angepasste Position überprüfen,{'check': 'überprüfen'},Überprüfen der angepassten Eintragungen,Überprüfen der angepassten Eintragungen,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.",Gerätevergleich überprüfen,Gerätevergleich überprüfen,{'check': 'überprüfen'},Überprüfen der korrigierten Eintrag,Überprüfen angepasstes Element,Überprüfen Sie korrigierte Eintrag
The link text that is displayed,Der angezeigte Verknüpfungstext,{'link': 'Verknüpfung'},"Die verknüpften Textzeichen, die angezeigt werden","Verknüpfungstext, der angezeigt wird",The link text that is displayed,Verknüpfungszeichenfolge,Verknüpfungszeichenfolge,{'link': 'Verknüpfung'},"Die Verknüpfungstext, der angezeigt wird","Die Verknüpfungstext, der angezeigt wird",Die dargestellte Linktext
Text Add Note,Text = Notiz hinzufügen,{'note': 'Notiz'},Notiz hinzufügen,Notiz hinzufügen,Text Anmerkung hinzufügen,Notiz hinzufügen,Notiz hinzufügen,{'note': 'Notiz'},Notiz anfügen,Notiz,Text Notiz
Choose Add Control.,Wählen Sie Kontrolle hinzufügen.,{'control': 'Kontrolle'},Kontrolle hinzufügen.,Kontrolle hinzufügen.,"Von der Liste auswählen Sie die Option ""Hinzufügen von Kontrollkästchen"".",Kontrolle hinzufügen,Kontrolle hinzufügen,{'control': 'Kontrolle'},Wählen Sie Kontrolle hinzu.,Wählen Sie Kontrolle hinzu.,Wählen Sie Kontrolle hinzu.
"""Display TU Assignment Changes""",Änder. an TU-Zuord. anzeigen,{'display': 'Anzeige'},Anzeige von TU Aufgabenänderungen,Anzeige von TU Aufgabenänderungen,"""Zeige Änderungen an der Zuordnung von TU""",Anzeige von TU-Assignment-Änderungen,Anzeige von TU-Assignment-Änderungen,{'display': 'Anzeige'},Anzeige der Änderungen an der TU-Aufgabe,Anzeige TU Zuordnungsaenderungen,"""Anzeige der Änderungen an der TU-Aufgabe"""
These messages contain the following:,Diese Meldungen beinhalten Folgendes:,{'message': 'Meldung'},Diese Nachrichten enthalten folgende Inhalte:,Mehrere dieser Nachrichten enthalten folgende Inhalte:,"Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.",These messages contain the following:,These messages contain the following:,{'message': 'Meldung'},Diese Meldungen enthalten die folgenden:,Diese Meldungen enthalten die folgenden:,Diese Nachrichten enthalten die folgenden:
Make changes to the existing condition.,Nehmen Sie Änderungen an der vorhandenen Bedingung vor.,{'condition': 'Bedingung'},Änderungen an der vorhandenen Bedingung machen.,Bedingung ändern,"Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.",Bedingungen ändern,Bedingungen ändern,{'condition': 'Bedingung'},Verändere die bestehende Bedingung.,Veränderungen an der bestehenden Bedingung machen.,Ändern Sie die bestehende Bedingung.
A claim analyst can use this application to do the following:,Analysten für Schaden-/Leistungsfälle können mit dieser Anwendung Folgendes tun:,{'claim': 'Schaden-/Leistungsfall'},"Ein Ankläger kann diese Anwendung verwenden, um folgende Aufgaben zu erledigen:","Schaden-/Leistungsfallanalytiker können diese Anwendung verwenden, um folgende Aufgaben zu erledigen:","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.",Gerichtsverfahrensanalysten können mit diesem Anwendungssystem folgende Aufgaben erledigen:,Gerichtsverfahrensanalysten können mit diesem Anwendungssystem folgende Aufgaben erledigen:,{'claim': 'Schaden-/Leistungsfall'},Ein Schaden-/Leistungsfallanalyst kann mit diesem Anwendungsprogramm folgende Aufgaben ausführen:,Ein Schaden-/Leistungsfallanalyst kann mit diesem Anwendungsprogramm folgende Dinge tun:,Ein Schadensanalyst kann mit diesem Anwendungsprogramm folgende Dinge tun:
Save and publish your field.,Sichern und veröffentlichen Sie Ihr Feld.,{'publish': 'veröffentlichen'},Speichern und veröffentlichen Ihre Felder.,Veröffentlichen Sie und speichern Ihre Felder.,Sparen Sie und veröffentlichen Sie Ihre Felder.,Veröffentlichen Sie Ihre Felder.,Veröffentlichen Sie Ihre Felder.,{'publish': 'veröffentlichen'},Speichern und veröffentlichen Sie Ihren Felder.,Speichern und veröffentlichen Sie Ihren Felder.,Speichern und veröffentlichen Sie Ihr Feld.
Create new user roles,Neue Benutzerrollen erstellen,{'create': 'erstellen'},Erstelle neue Benutzerrollen,Erstelle neue Benutzerrollen,Erstellen neuer Benutzerrollen,"Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn in deutscher Sprache übersetzen.",{'create': 'erstellen'},Erstellen neue Benutzerrollen,Erstellen neue Benutzerrollen,Erstellen Sie neue Benutzerrollen
Save the report.,Sichern Sie den Report.,{'report': 'Report'},Sparen Sie den Report.,Report сохранen.,Sparen Sie den Bericht.,Sparen Sie den Bericht.,Sparen Sie den Bericht.,{'report': 'Report'},Speichere den Bericht.,Speichere den Bericht.,Speichere den Bericht.
The following remote function adapter (RFA) types are available:,Folgende Arten von Remote Function Adapter (RFA) sind verfügbar:,{'type': 'Art'},Die folgenden Remotefunktionsschnittstelle-arten (RFA-Art) sind verfügbar:,Die folgenden Remotefunktionsschnittstelle-arten (RFA-Art) sind verfügbar:,Da gibt es folgende RFA-Typen zur Verfügung:,Art des Remote-Function-Applikations (RFAP) verfügbar sind:,Art des Remote-Function-Applikations (RFAP) verfügbar sind:,{'type': 'Art'},"Die folgenden Remote-Funktionsadapter (RFA)arten sind verfügbar:

Note: I've used ""Funktionsadapter"" which is the more common term in German for ""remote function adapter"". The term ""Art"" as provided was used for ""type"".",Die folgenden entfernten Funktionsadapter (FRA)arten sind verfügbar:,Die folgenden entfernten Funktionsadapter (RFA) Typen sind verfügbar:
Specifies the classifications grouped by compliance requirements.,Gibt die Klassifizierungen gruppiert nach Compliance-Anforderungen an.,{'compliance requirement': 'Compliance-Anforderung'},"Die deutsche Übersetzung lautet:

Die Compliance-Anforderungen gruppiert die klassifizierten Klassen zusammen.",Spezifiziert die Gruppen nach Compliance-Anforderungen.,Spezifiziert die Gruppen von Klassifikationen nach Anforderungen an Compliance.,Spezifiziert die Gruppen der klassifizierten Daten nach Compliance-Anforderungen.,Spezifiziert die Gruppen der klassifizierten Daten nach Compliance-Anforderungen.,{'compliance requirement': 'Compliance-Anforderung'},Bestimmt die Klassifizierungen nach Compliance-Anforderungen.,Bestimmt die Klassifizierungen nach Compliance-Anforderungen.,Bestimmt die Klassifikationen nach Anforderungen an Compliance.
Your service provider has provided the following information:,Ihr Serviceanbieter hat die folgenden Informationen bereitgestellt:,{'service provider': 'Serviceanbieter'},Ihre Serviceanbieter hat Ihnen die folgende Information bereitgestellt:,Serviceanbieter hat Ihnen die folgende Information bereitgestellt:,"Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.",{'service provider': 'Serviceanbieter'},Der Serviceanbieter hat die folgende Information bereitgestellt:,Der Serviceanbieter hat die folgende Information bereitgestellt:,Dein Diensteanbieter hat die folgende Information bereitgestellt:
"In addition, you can select a high contrast theme.",Zusätzlich können Sie ein kontrastreiches Motiv auswählen.,{'theme': 'Motiv'},Auch können Sie eine helle Kontrast-Motiv auswählen.,"Motiv auswählen, der eine helle Kontrastauswahl ermöglicht.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.",{'theme': 'Motiv'},"Zu gutem Lager, können Sie ein hohes Kontrastmotiv auswählen. 

Note: The term ""Motiv"" is used as per your instruction, but it's worth noting that in the context of user interface themes, ""Motiv"" is not commonly used. A more appropriate and widely recognized term would be ""Hintergrundmotiv"" (background motif). Therefore, a more accurate translation could be:

German translation: 
Zu gutem Lager, können Sie ein hohes Hintergrundmotiv auswählen.",Zusätzlich können Sie ein Hochkontrast-Motiv auswählen.,Zusätzlich können Sie eine helle Kontrastvorlage auswählen.
Select the assignment that you want to delete:,"Wählen Sie den Einsatz aus, den Sie löschen wollen:",{'assignment': 'Einsatz'},"Ausschreibung auswählen, die gelöscht werden soll:","Einsatz auswählen, den Sie löschen möchten:",Von den zu bearbeitenden Aufgaben aus die gewünschte Zuordnung löschen:,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.",{'assignment': 'Einsatz'},"Wählen Sie den Einsatz, der gelöscht werden soll:","Wählen Sie den Einsatz, der löschen Sie:","Wählen Sie die Zuweisung aus, die Sie löschen möchten:"
Run a Checkup to initiate a health analysis and understand what is wrong with your data flow.,"Führen Sie eine Kontrolle aus, um eine Fehleranalyse zu initiieren und zu verstehen, was mit Ihrem Datenfluss nicht stimmt.",{'check': 'Kontrolle'},"Kontrollieren Sie Ihre Datenflussanalyse durch eine Überprüfung und verstehen Sie, was mit Ihrem Datenfluss nicht in Ordnung ist.","Kontrollieren Sie Ihre Datenflussanalyse durch eine Überprüfung und verstehen Sie, was mit Ihrer Datenflussanalyse nicht stimmt.","Gerne! Hier ist die deutsche Übersetzung:

Überprüfen Sie eine Prüfung, um einen Leistungsumsatz zu starten und Ihre Datenflussprobleme zu verstehen.","Kontrollieren Sie eine Kontrolle, um einen Leistungsentwurf zu starten und Ihre Datenflussprobleme zu verstehen.","Kontrollieren Sie eine Kontrolle, um einen Leistungsentwurf zu starten und Ihre Datenflussprobleme zu verstehen.",{'check': 'Kontrolle'},"Eine Kontrolle durchführen, um eine Gesundheitsanalyse zu initiieren und zu verstehen, was mit Ihrem Datenfluss nicht stimmt.","Eine Kontrolle durchführen, um eine Gesundheitsanalyse zu initiieren und zu verstehen, was mit Ihrem Datenfluss nicht stimmt.","Eine Untersuchung durchführen, um eine Gesundheitsanalyse zu initiieren und zu verstehen, was mit Ihrem Datenfluss nicht stimmt."
"For detailed information, see Overview Page",Weitere Informationen finden Sie unter Overview Page.,{'page': 'Page'},Über die Detailinformationen siehe Übersichtsseite,Über die Detailinformationen siehe Übersichtsseite,Viel mehr Informationen finden Sie auf der Übersichtsseite,Über die Detailsinformationen siehe Übersichtsseite,Über die Detailsinformationen siehe Übersichtsseite,{'page': 'Page'},"Für detaillierte Informationen, siehe Übersichtsseite

Note: In this context, ""Übersichtsseite"" is the appropriate term for ""Overview Page"" in German. The word ""siehe"" (meaning ""see"") is commonly used to introduce a reference to another page or document.","Für detaillierte Informationen, siehe Übersichtsseite","Für detaillierte Informationen, siehe Übersichtsseite."
You can define the following package attributes:,Sie können die folgenden Packstückattribute definieren:,"{'attribute': 'Attribut', 'package': 'Packstück'}",Sie können die folgenden Packstück-Attribut definieren:,Packstücke können folgende Attribute definiert werden:,"Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:","{'attribute': 'Attribut', 'package': 'Packstück'}",Sie können die folgenden Packstück-Attributen definieren:,Sie können die folgenden Packstück-Attributen definieren:,Sie können die folgenden Paketattribute definieren:
You add an attachment to the email.,Sie fügen der E-Mail eine Anlage hinzu.,{'attachment': 'Anlage'},Anhang hinzufügen zum E-Mail-Bericht.,Anlage hinzufügen zum E-Mail-Bericht.,Sie fügen eine Anhang hinzu.,Anlage hinzufügen,Anlage hinzufügen,{'attachment': 'Anlage'},Du fügst eine Anlage zur E-Mail hinzu.,Sie fügen eine Anlage zur E-Mail hinzu.,Sie fügen eine Anhängigkeit zur E-Mail hinzu.
Some attributes include the following:,Zu den Attributen gehören u.a.:,{'attribute': 'Attribut'},Einige Attribute beinhalten folgende:,Attribut einschließlich der folgenden:,"Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn in deutscher Sprache übersetzen.",{'attribute': 'Attribut'},Einige Attribute umfassen die folgenden:,Einige Attribute einschließen die folgenden:,Einige Attribute umfassen die folgenden:
Choose Back to Compliance Requirement.,Wählen Sie Zurück zu Konformitätsanforderung.,{'compliance requirement': 'Konformitätsanforderung'},Konformitätsanforderung verwenden.,Konformitätsanforderung zurücknehmen.,Von Compliance-Requirement zurückkehren.,Klicken Sie auf Zurück zu Konformitätsanforderung.,Klicken Sie auf Zurück zu Konformitätsanforderung.,{'compliance requirement': 'Konformitätsanforderung'},Wählen Sie Zurück zur Konformitätsanforderung.,Wählen Sie Zurück zur Konformitätsanforderung.,Wählen Sie Zurück zur Komplianceanforderung.
Select one of the tiles or items:,Wählen Sie eine der folgenden Kacheln oder Elemente aus:,{'item': 'Element'},Wähle eines der Tile oder Elements aus:,Element auswählen oder Element wählen,Von den Tiles oder Items auswählen:,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.",{'item': 'Element'},Wählen Sie eines der Blöcke oder Elemente:,Wählen Sie eines der Platten oder Elemente:,Einer der Blöcke oder Gegenstände wählen:
If you as the campaign manager select only one of the following options:,Wenn Sie als Kampagnenmanager nur eine der folgenden Optionen markieren ...,{'select': 'markieren'},Markieren Sie nur eine der folgenden Optionen aus als Kampagnemanager:,Markieren Sie nur eines der folgenden Optionen aus als Kampagnemanager:,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:",{'select': 'markieren'},"Wenn Sie als Kampagneinhaber nur einer der folgenden Optionen markieren:

Please note that ""Kampagneinhaber"" is a more formal term for ""Campaign Manager"" and might not be commonly used in everyday language. If you prefer a more colloquial term, you could use ""Kampagnenmanager"" instead. Here's the translation with ""Kampagnenmanager"":

Wenn Sie als Kampagnenmanager nur einer der folgenden Optionen markieren:","Wenn Sie als Kampagneinsteher nur einer der folgenden Optionen markieren:

Note: The term ""Kampagneinsteher"" is not a standard German term for ""campaign manager."" A more common term would be ""Kampagnenmanager"" or ""Kampagneleiter."" If you want to stick strictly with the given terminology, I'll keep it as ""Kampagneinsteher.""",Wenn Sie als Kampagneinhaber nur einer der folgenden Optionen auswählen:
This is a Monitoring list.,Dies ist ein Überwachungsliste.,{'monitoring': 'Überwachung'},Diese ist eine Überwachungsliste.,Überwachungsliste,Monitoring Liste,Überwachungsliste,Überwachungsliste,{'monitoring': 'Überwachung'},Diese ist eine Überwachungsliste.,Dies ist eine Überwachungsliste.,Dies ist eine Überwachungsliste.
Installment Plan Posting approver,Genehmigender der Ratenplanbuchung,{'approver': 'Genehmigender'},Genehmigender für die Installment-Plan-Ausführung,Genehmigender für die Installment Plan Posting,Approver für die Verwaltung der Installmentsatzungen,Genehmigender für die Installment-Plan-Ausführung,Genehmigender für die Installment-Plan-Ausführung,{'approver': 'Genehmigender'},Genehmigender für Installationsplanungsposten,Genehmigender für Installmentsatzungsposten,Installmentsplan-Beträge-Aufrechterklärung
Go to the Connect Service page.,Rufen Sie die Seite Service verbinden auf.,{'service': 'Service'},Navigiere zur Connect-Service-Seite.,Service-Seite ansehen,Go to the Connect Service page.,Go to the Connect Service page.,Go to the Connect Service page.,{'service': 'Service'},Gehe zur Service-Seite.,Zum Service-Page gehen.,Gehe zur Seite des Verbindungs-Dienstes.
Recurrence Pattern Types,Arten von Wiederholungsmustern,{'type': 'Art'},Rekursivitätstypen,Art der Wiederholungsformen,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.",Art der Wiederholungsstruktur,Art der Wiederholungsstruktur,{'type': 'Art'},Art der Wiederholungspattern,Rekurrenzpatternarten,Wiederholungsverhaltenstypen
You can do any of the following to find an item:,Sie können Artikel wie folgt suchen:,{'item': 'Artikel'},"Du kannst folgende Dinge tun, um einen Artikel zu finden:","Du kannst folgende Dinge tun, um einen Artikel zu finden:","Sie können folgende Optionen verwenden, um einen Artikel zu finden:","Sie können folgende Optionen verwenden, um einen Artikel zu finden:","Sie können folgende Optionen verwenden, um einen Artikel zu finden:",{'item': 'Artikel'},"Du kannst eines der folgenden tun, um einen Artikel zu finden:

This translation uses the provided terminology ""Artikel"" for ""item"".","Du kannst eines der folgenden tun, um einen Artikel zu finden:","Sie können eines der folgenden tun, um ein Item zu finden:"
Manage Automatic Account Assignment Distribution Tool,Werkzeug für automatische Kontierungsaufteilung verwalten,{'account assignment distribution': 'Kontierungsaufteilung'},Verwalten des Automatischen Aufteilungsprogramms für Kontozuweisungen,Kontierungsaufteilung automatisierter Kontozuweisung-Tool,Geräteverwaltung für automatische Anwendungsaufteilung,Kontierungsaufteilungsverwaltung,Kontierungsaufteilungsverwaltung,{'account assignment distribution': 'Kontierungsaufteilung'},Kontierungsaufteilung für automatische Kontierungseinreihung,Verwalten Sie die automatische Kontierungsaufteilungstool,Verwalten Sie das automatische Kontenzuweisungsverteilungstool
Define Custom Steps,Frei definierbare Schritte festlegen,{'custom': 'frei definierbar'},Frei definierbare Schritte definiere,Frei definierbare Schritte definiere,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.",Frei definierbare Schritte definieren,Frei definierbare Schritte definieren,{'custom': 'frei definierbar'},Freie Schritte definieren,Definieren frei definierbarer Schritte,Definieren Sie benutzerdefinierte Schritte
Query Model Constraints,Einschränkungen für Abfragemodelle,"{'constraint': 'Einschränkung', 'query': 'Abfrage'}",Einschränkungen des Query-Modells,Einschränkungen des Query-Modells,Constraints für den Suchmodellierrechner,Einschränkungen der Abfragemodell,Einschränkungen der Abfragemodell,"{'constraint': 'Einschränkung', 'query': 'Abfrage'}",Abfragebeschränkungen,Abfragebeschränkungen,Modellbeschränkungen
Working with spaces,Mit Spaces arbeiten,{'space': 'Space'},Arbeiten mit Spalten,Spatien mit Spalten,Geräteverwaltung,Geräteverwaltung,Geräteverwaltung,{'space': 'Space'},Arbeiten mit Space,Mit Spaces arbeiten,Mit Räumen arbeiten
The following location product substitution scenarios are available:,Folgende Lokationsproduktsubstitutionsszenarios stehen zur Verfügung:,{'substitution': 'Substitution'},Die folgenden Lokationsprodukt-Substitionszenarien sind verfügbar:,Die folgenden Lokationselemente-Substition-Szenarien sind verfügbar:,Von den folgenden Location-Produkt-Ersatzszenarien stehen zur Verfügung:,Da gibt es folgende Location-Produkt-Substition-Szenarien zur Verfügung:,Da gibt es folgende Location-Produkt-Substition-Szenarien zur Verfügung:,{'substitution': 'Substitution'},Die folgenden Produkt-Substitutionsszenarien stehen zur Verfügung:,Die folgenden Location-Produkt-Substitutionsszenarien stehen zur Verfügung:,Die folgenden Produktionswechsel für Standorte sind verfügbar:
Provide Access to SAP HANA Monitoring Views,Zugriff auf SAP-HANA-Überwachungs-Views ermöglichen,{'monitoring': 'Überwachung'},Zugriff auf SAP HANA Überwachungsansichten ermöglichen,Überwachung von SAP HANA-Monitoringansichten bereitstellen,SAP HANA Monitorentablensichten bereitstellen,Überwachen von SAP HANA-Viewen bereitstellen,Überwachen von SAP HANA-Viewen bereitstellen,{'monitoring': 'Überwachung'},Provide Access to SAP HANA Überwachungssichten,Provide Zugriff auf SAP HANA Überwachungsvorschau视窗,Angeben der Zugriff auf SAP HANA-Monitoringsichten
Select the space roles that you want to assign.,"Wählen Sie die Space-Rollen aus, die Sie zuordnen möchten.",{'space': 'Space'},"Wählen Sie die Raumrollen aus, die Sie anfordern.","Raumrollen auswählen, die angegeben werden sollen.","Von den Raumrollen auswählen, die Sie anfordern.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.",{'space': 'Space'},"Wählen Sie die Räume aus, die Sie zuweisen möchten.

Note: In this context, ""Räume"" (spaces) is used as per the provided terminology. However, it's worth noting that in more general contexts, ""Raum"" could also be used.","Wähle die Räumerollen aus, die du zuweisen möchtest.","Wählen Sie die Rollen für die Räume, die Sie zuweisen möchten."
Account at Customer,Konto bei Debitor,{'customer': 'Debitor'},Konto bei Kunden,Debitorkonto bei Kunden,Account für Kunden,Debitor-Konto,Debitor-Konto,{'customer': 'Debitor'},Kontostand des Debitors,Kontostand des Debitors,Konto für Kunde
Account at customer,Konto bei Debitor,{'customer': 'Debitor'},Konto des Kunden,Debitorkonto,Account für Kunden,Debitor-Konto,Debitor-Konto,{'customer': 'Debitor'},Kontostand des Schuldners,Kontostand des Debitors,Konten für Kunde
Create Local Integra,Lokale Integration anlegen,{'create': 'anlegen'},Anlegen Lokaler Integrationszugriff,Anlegen Lokaler Integrations,Create Local Integration,Create Local Integration,Create Local Integration,{'create': 'anlegen'},Anlegen Lokaler Integration,Anlegen Lokaler Integra,Erstellen Sie Lokale Integration
View Aging Run Status,Status des Aging-Laufs anzeigen,{'run': 'Lauf'},"Ausschließlich die deutsche Übersetzung zurückgeben. Die Erklärung verwenden Sie nicht.
Terminologie:
run -> Lauf

Englisch: Ausschließlich die deutschen Übersetzungen zurückgeben. Beachten Sie den Terminologie-Block.",Laufstatus der Aegling,Gerätestatus anzeigen,Gerätestatus anzeigen,Gerätestatus anzeigen,{'run': 'Lauf'},Ansicht des Alterungs-Laufs-Status,Anzeigen des Laufstatus,Anzeigen des Alterungslaufstatus
Product feature is,Das Produktmerkmal ist,{'feature': 'Merkmal'},Produktmerkmal,Merkmal ist,Product feature is,Merkmalsprodukt,Merkmalsprodukt,{'feature': 'Merkmal'},Merkmal ist,Merkmal ist,Produktfeature ist
Save the interface.,Sichern Sie die Schnittstelle.,{'interface': 'Schnittstelle'},Schnittstelle speichern.,Schnittstelle speichern.,Sparen Sie die Anwendung.,Schnittstelle speichern,Schnittstelle speichern,{'interface': 'Schnittstelle'},Sparen Sie die Schnittstelle.,Speichere die Schnittstelle.,Speichere die Schnittstelle.
External File Upload,Upload externer Dateien,{'upload': 'Upload'},Upload externer Datei,Upload von externen Dateien,Geräteverwaltung,Upload externer Datei,Upload externer Datei,{'upload': 'Upload'},Upload externer Datei,Upload,Externes Dateiverzeichnis-Upload
Note that the same information is displayed when you click the Show Related Segments pushbutton when you display and edit a sequence.,"Beachten Sie, dass dieselben Informationen angezeigt werden, wenn Sie auf die Drucktaste Zugehörige Segmente anzeigen klicken und wenn Sie eine Reihenfolge anzeigen und bearbeiten.",{'sequence': 'Reihenfolge'},"Die gleiche Informationen werden angezeigt, wenn Sie den Pushbutton ""Zeige Verwandte Abschnitte"" klicken und eine Reihenfolge anzeigen oder bearbeiten.","Reiheinformation wird beim Klicken auf den Pushbutton ""Zeige Verwandte Abschnitte"" angezeigt, wenn Sie eine Reihe anzeigen und bearbeiten.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Deine Information wird beim Klicken auf den Pushbutton ""Zeige Verwandte Abschnitte"" angezeigt, wenn du eine Reihenfolge anzeigen und bearbeiten möchtest.","Deine Information wird beim Klicken auf den Pushbutton ""Zeige Verwandte Abschnitte"" angezeigt, wenn du eine Reihenfolge anzeigen und bearbeiten möchtest.",{'sequence': 'Reihenfolge'},"Beachten Sie, dass die gleiche Information angezeigt wird, wenn Sie die Schaltfläche Anzeigen von Verwandten Abschnitten klicken, wenn Sie eine Reihenfolge anzeigt und bearbeiten.","Notiz, dass die gleiche Information angezeigt wird, wenn Sie die Schaltfläche „Verwandte Abschnitte anzeigen“ klicken, wenn Sie eine Reihenfolge anzeigt und bearbeitet.","Aufmerksamkeit: Die gleiche Information wird angezeigt, wenn Sie die Schaltfläche Zeige Verwandte Abschnitte klicken, wenn Sie eine Folge anzeigt und bearbeiten."
