source,reference,terms,base_basic,base_strong,lora_no_term,lora_basic,lora_basic_cleaned,terms_dict,qwen3b_basic,qwen3b_strong,qwen3b_no_term,qwen3b_selected_source,qwen3b_selected,qwen3b_selected_term_coverage,random_terms_dict,qwen3b_random,selected_missing_terms,num_missing_selected,qwen3b_selected_repaired,repaired_missing_terms,num_missing_repaired,qwen3b_definition_prompt,lora_cleaned_missing_terms,num_missing_lora_cleaned,lora_basic_cleaned_repaired,lora_repaired_missing_terms,num_missing_lora_repaired
Working with spaces,Mit Spaces arbeiten,{'space': 'Space'},Arbeiten mit Spalten,Spatien mit Spalten,Geräteverwaltung,Geräteverwaltung,Geräteverwaltung,{'space': 'Space'},Arbeiten mit Space,Mit Spaces arbeiten,Mit Räumen arbeiten,qwen3b_strong,Mit Spaces arbeiten,1.0,{'space': 'Bestätigung'},Arbeiten mit Bestätigungen,{},0,Mit Spaces arbeiten,{},0,Arbeiten mit Space,{'space': 'Space'},1,Raumverwaltung,{'space': 'Space'},1
The following location product substitution scenarios are available:,Folgende Lokationsproduktsubstitutionsszenarios stehen zur Verfügung:,{'substitution': 'Substitution'},Die folgenden Lokationsprodukt-Substitionszenarien sind verfügbar:,Die folgenden Lokationselemente-Substition-Szenarien sind verfügbar:,Von den folgenden Location-Produkt-Ersatzszenarien stehen zur Verfügung:,Da gibt es folgende Location-Produkt-Substition-Szenarien zur Verfügung:,Da gibt es folgende Location-Produkt-Substition-Szenarien zur Verfügung:,{'substitution': 'Substitution'},Die folgenden Produkt-Substitutionsszenarien stehen zur Verfügung:,Die folgenden Location-Produkt-Substitutionsszenarien stehen zur Verfügung:,Die folgenden Produktionswechsel für Standorte sind verfügbar:,qwen3b_strong,Die folgenden Location-Produkt-Substitutionsszenarien stehen zur Verfügung:,1.0,{'substitution': 'Auslöser'},"Die folgenden Produkt-Substitutions-Szenarien stehen zur Verfügung:

Note: In this context, ""Auslöser"" (trigger) is not an appropriate term for ""substitution."" A more suitable term would be ""Szenario"" or ""Fälle"" if you want to keep using the given terminology strictly. However, in standard German, we would typically use ""Szenarien"" or ""Fälle"" for ""scenarios.""",{},0,Die folgenden Location-Produkt-Substitutionsszenarien stehen zur Verfügung:,{},0,Die folgenden Locationprodukt-Substitutionsszenarien sind verfügbar:,{'substitution': 'Substitution'},1,Da gibt es folgende Location-Produktsubstitutionsszenarien zur Verfügung:,{},0
Provide Access to SAP HANA Monitoring Views,Zugriff auf SAP-HANA-Überwachungs-Views ermöglichen,{'monitoring': 'Überwachung'},Zugriff auf SAP HANA Überwachungsansichten ermöglichen,Überwachung von SAP HANA-Monitoringansichten bereitstellen,SAP HANA Monitorentablensichten bereitstellen,Überwachen von SAP HANA-Viewen bereitstellen,Überwachen von SAP HANA-Viewen bereitstellen,{'monitoring': 'Überwachung'},Provide Access to SAP HANA Überwachungssichten,Provide Zugriff auf SAP HANA Überwachungsvorschau视窗,Angeben der Zugriff auf SAP HANA-Monitoringsichten,qwen3b_strong,Provide Zugriff auf SAP HANA Überwachungsvorschau视窗,1.0,{'monitoring': 'Terminplan'},Provide Access to SAP HANA TerminPlan Views,{},0,Provide Zugriff auf SAP HANA Überwachungsvorschau视窗,{},0,Provide Zugriff auf SAP HANA Überwachungssichten,{'monitoring': 'Überwachung'},1,Überwachung von SAP HANA-Blickwinkeln bereitstellen,{},0
Select the space roles that you want to assign.,"Wählen Sie die Space-Rollen aus, die Sie zuordnen möchten.",{'space': 'Space'},"Wählen Sie die Raumrollen aus, die Sie anfordern.","Raumrollen auswählen, die angegeben werden sollen.","Von den Raumrollen auswählen, die Sie anfordern.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.",{'space': 'Space'},"Wählen Sie die Räume aus, die Sie zuweisen möchten.

Note: In this context, ""Räume"" (spaces) is used as per the provided terminology. However, it's worth noting that in more general contexts, ""Raum"" could also be used.","Wähle die Räumerollen aus, die du zuweisen möchtest.","Wählen Sie die Rollen für die Räume, die Sie zuweisen möchten.",qwen3b_basic,"Wählen Sie die Räume aus, die Sie zuweisen möchten.

Note: In this context, ""Räume"" (spaces) is used as per the provided terminology. However, it's worth noting that in more general contexts, ""Raum"" could also be used.",1.0,{'space': 'Datenprovider'},"Wählen Sie die Rollen des Datenproviders aus, die Sie zuweisen möchten.",{},0,"Wählen Sie die Räume aus, die Sie zuweisen möchten.

Note: In this context, ""Räume"" (spaces) is used as per the provided terminology. However, it's worth noting that in more general contexts, ""Raum"" could also be used.",{},0,"Wähle die Raumrollen, die du zuweisen willst.",{'space': 'Space'},1,Bitte wählen Sie die gewünschten Raumrollen aus.,{'space': 'Space'},1
Account at Customer,Konto bei Debitor,{'customer': 'Debitor'},Konto bei Kunden,Debitorkonto bei Kunden,Account für Kunden,Debitor-Konto,Debitor-Konto,{'customer': 'Debitor'},Kontostand des Debitors,Kontostand des Debitors,Konto für Kunde,qwen3b_strong,Kontostand des Debitors,1.0,{'customer': 'Lauf'},Konto bei Lauf,{},0,Kontostand des Debitors,{},0,Kontostand des Debitors,{},0,Debitor-Konto,{},0
Account at customer,Konto bei Debitor,{'customer': 'Debitor'},Konto des Kunden,Debitorkonto,Account für Kunden,Debitor-Konto,Debitor-Konto,{'customer': 'Debitor'},Kontostand des Schuldners,Kontostand des Debitors,Konten für Kunde,qwen3b_strong,Kontostand des Debitors,1.0,{'customer': 'Space'},Kontostand im Raum,{},0,Kontostand des Debitors,{},0,Kontostand des Debitors,{},0,Debitor-Konto,{},0
Create Local Integra,Lokale Integration anlegen,{'create': 'anlegen'},Anlegen Lokaler Integrationszugriff,Anlegen Lokaler Integrations,Create Local Integration,Create Local Integration,Create Local Integration,{'create': 'anlegen'},Anlegen Lokaler Integration,Anlegen Lokaler Integra,Erstellen Sie Lokale Integration,qwen3b_strong,Anlegen Lokaler Integra,1.0,{'create': 'Bestätigung'},Bestätigung Lokale Integration,{},0,Anlegen Lokaler Integra,{},0,Anlegen Local Integra,{'create': 'anlegen'},1,Anlegen Lokaler Integration,{},0
View Aging Run Status,Status des Aging-Laufs anzeigen,{'run': 'Lauf'},"Ausschließlich die deutsche Übersetzung zurückgeben. Die Erklärung verwenden Sie nicht.
Terminologie:
run -> Lauf

Englisch: Ausschließlich die deutschen Übersetzungen zurückgeben. Beachten Sie den Terminologie-Block.",Laufstatus der Aegling,Gerätestatus anzeigen,Gerätestatus anzeigen,Gerätestatus anzeigen,{'run': 'Lauf'},Ansicht des Alterungs-Laufs-Status,Anzeigen des Laufstatus,Anzeigen des Alterungslaufstatus,qwen3b_strong,Anzeigen des Laufstatus,1.0,{'run': 'erstellen'},Anzeigen des Alterungsstatus der Erstellung,{},0,Anzeigen des Laufstatus,{},0,Ansicht Alterung Laufstatus,{'run': 'Lauf'},1,Laufstatus anzeigen,{},0
Product feature is,Das Produktmerkmal ist,{'feature': 'Merkmal'},Produktmerkmal,Merkmal ist,Product feature is,Merkmalsprodukt,Merkmalsprodukt,{'feature': 'Merkmal'},Merkmal ist,Merkmal ist,Produktfeature ist,qwen3b_strong,Merkmal ist,1.0,{'feature': 'Platz'},Produktplatz ist,{},0,Merkmal ist,{},0,Produktmerkmal ist,{},0,Merkmalsprodukt,{},0
Save the interface.,Sichern Sie die Schnittstelle.,{'interface': 'Schnittstelle'},Schnittstelle speichern.,Schnittstelle speichern.,Sparen Sie die Anwendung.,Schnittstelle speichern,Schnittstelle speichern,{'interface': 'Schnittstelle'},Sparen Sie die Schnittstelle.,Speichere die Schnittstelle.,Speichere die Schnittstelle.,qwen3b_strong,Speichere die Schnittstelle.,1.0,{'interface': 'Service'},Speichere den Service.,{},0,Speichere die Schnittstelle.,{},0,Speichere die Schnittstelle.,{},0,Schnittstelle speichern,{},0
External File Upload,Upload externer Dateien,{'upload': 'Upload'},Upload externer Datei,Upload von externen Dateien,Geräteverwaltung,Upload externer Datei,Upload externer Datei,{'upload': 'Upload'},Upload externer Datei,Upload,Externes Dateiverzeichnis-Upload,qwen3b_strong,Upload,1.0,{'upload': 'Ranking'},Ranking externe Datei hochladen,{},0,Upload,{},0,Upload,{},0,Upload externer Datei,{},0
Note that the same information is displayed when you click the Show Related Segments pushbutton when you display and edit a sequence.,"Beachten Sie, dass dieselben Informationen angezeigt werden, wenn Sie auf die Drucktaste Zugehörige Segmente anzeigen klicken und wenn Sie eine Reihenfolge anzeigen und bearbeiten.",{'sequence': 'Reihenfolge'},"Die gleiche Informationen werden angezeigt, wenn Sie den Pushbutton ""Zeige Verwandte Abschnitte"" klicken und eine Reihenfolge anzeigen oder bearbeiten.","Reiheinformation wird beim Klicken auf den Pushbutton ""Zeige Verwandte Abschnitte"" angezeigt, wenn Sie eine Reihe anzeigen und bearbeiten.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Deine Information wird beim Klicken auf den Pushbutton ""Zeige Verwandte Abschnitte"" angezeigt, wenn du eine Reihenfolge anzeigen und bearbeiten möchtest.","Deine Information wird beim Klicken auf den Pushbutton ""Zeige Verwandte Abschnitte"" angezeigt, wenn du eine Reihenfolge anzeigen und bearbeiten möchtest.",{'sequence': 'Reihenfolge'},"Beachten Sie, dass die gleiche Information angezeigt wird, wenn Sie die Schaltfläche Anzeigen von Verwandten Abschnitten klicken, wenn Sie eine Reihenfolge anzeigt und bearbeiten.","Notiz, dass die gleiche Information angezeigt wird, wenn Sie die Schaltfläche „Verwandte Abschnitte anzeigen“ klicken, wenn Sie eine Reihenfolge anzeigt und bearbeitet.","Aufmerksamkeit: Die gleiche Information wird angezeigt, wenn Sie die Schaltfläche Zeige Verwandte Abschnitte klicken, wenn Sie eine Folge anzeigt und bearbeiten.",qwen3b_strong,"Notiz, dass die gleiche Information angezeigt wird, wenn Sie die Schaltfläche „Verwandte Abschnitte anzeigen“ klicken, wenn Sie eine Reihenfolge anzeigt und bearbeitet.",1.0,{'sequence': 'Report'},"Seien Sie sich bewusst, dass die gleiche Information angezeigt wird, wenn Sie die Schaltfläche Anzeigen von Verwandten Abschnitten klicken, wenn Sie einen Bericht anzeigt und bearbeiten.",{},0,"Notiz, dass die gleiche Information angezeigt wird, wenn Sie die Schaltfläche „Verwandte Abschnitte anzeigen“ klicken, wenn Sie eine Reihenfolge anzeigt und bearbeitet.",{},0,"Hinweis: Die gleiche Information wird angezeigt, wenn Sie die Schaltfläche „Verwandte Abschnitte anzeigen“ klicken, wenn Sie eine Reihenfolge anzeigt und bearbeitet.",{},0,"Deine Information wird beim Klicken auf den Pushbutton ""Zeige Verwandte Abschnitte"" angezeigt, wenn du eine Reihenfolge anzeigen und bearbeiten möchtest.",{},0
Displays the creation record of the entitlement mapping.,Zeigt den Datensatz zur Erstellung der Anrechtszuordnung an.,"{'entitlement': 'Anrecht', 'mapping': 'Zuordnung'}",Zeigt die Erstellungserkennung der Entitätszuordnung an.,Entitätszuordnung anzeigen.,Zeigt die Erstellungserinnerung des Entitätsmappings an.,"Entschuldigung, Sie haben keine deutschen Übersetzungen für die Terminologie ""entitlement"" und ""mapping"".","Entschuldigung, Sie haben keine deutschen Übersetzungen für die Terminologie ""entitlement"" und ""mapping"".","{'entitlement': 'Anrecht', 'mapping': 'Zuordnung'}",Zeigt die Erstellungsverfolgung der Anrechtzuordnung.,Zeigt den Erstellungsverlauf der Anrechtzuordnung.,Zeigt den Erstellungsverlauf der Berechtigungsanforderung.,qwen3b_strong,Zeigt den Erstellungsverlauf der Anrechtzuordnung.,1.0,"{'entitlement': 'Kontierungsaufteilung', 'mapping': 'Position'}",Zeigt die Erstellungsverfolgung der Kontierungsaufteilungsposition.,{},0,Zeigt den Erstellungsverlauf der Anrechtzuordnung.,{},0,Zeigt den Erstellungsvermerk des Anrechts-Zuordnungs.,"{'entitlement': 'Anrecht', 'mapping': 'Zuordnung'}",2,Zeigt das Anrecht-Zuordnungserstellungsvermerk.,{},0
You can define a standard available capacity.,Festlegen eines Standardkapazitätsangebot,{'standard available capacity': 'Standardkapazitätsangebot'},Du kannst ein Standardkapazitätsangebot definieren.,Standardkapazitätsangebot definieren können.,Standardverfügbarkeit definieren.,Standardkapazitätsangebot definieren.,Standardkapazitätsangebot definieren.,{'standard available capacity': 'Standardkapazitätsangebot'},Standardkapazitätsangebot können Sie definieren.,Sie können eine Standardkapazitätsangebote definieren.,Sie können eine Standardkapazität definieren.,qwen3b_strong,Sie können eine Standardkapazitätsangebote definieren.,1.0,{'standard available capacity': 'Following'},Du kannst eine folgende Standardverfügbares Kapazität definieren.,{},0,Sie können eine Standardkapazitätsangebote definieren.,{},0,Du kannst ein Standardkapazitätsangebot definieren.,{},0,Standardkapazitätsangebot definieren.,{},0
"For more information about confirmation strategies, see .",Weitere Informationen zu Bestätigungsstrategien finden Sie unter .,{'confirmation': 'Bestätigung'},"Zur Information über Bestätigungsstrategien, siehe.",Bestätigungsszenarien für weitere Informationen zu sehen.,Weitere Informationen zu Verifizierungsszenarien finden Sie unter .,Weitere Informationen zu den Strategien zur Bestätigung finden Sie unter .,Weitere Informationen zu den Strategien zur Bestätigung finden Sie unter .,{'confirmation': 'Bestätigung'},"Für mehr Informationen zur Bestätigung strategien, siehe .","Für mehr Informationen zur Bestätigung strategien, siehe .","Für mehr Informationen über Bestätigungsstrategien, siehe .",qwen3b_strong,"Für mehr Informationen zur Bestätigung strategien, siehe .",1.0,{'confirmation': 'Space'},"Für mehr Informationen über Bestätigungsstrategien, siehe .",{},0,"Für mehr Informationen zur Bestätigung strategien, siehe .",{},0,"Für mehr Informationen zur Bestätigung strategien, siehe.",{},0,Weitere Informationen zu den Strategien zur Bestätigung finden Sie unter .,{},0
Deal Publishing performs the following functions:,Bei der Geschäftsveröffentlichung werden die folgenden Funktionen ausgeführt:,{'deal': 'Geschäft'},Geschäftsbuchung führt die folgenden Funktionen aus:,Geschäftsbuchung durchführt die folgenden Funktionen:,Dealspezialisierung: Sie können die folgenden Funktionen ausführen:,"Dealsuche GmbH ist für die folgenden Funktionen verantwortlich:
Geschäftsverwaltung","Dealsuche GmbH ist für die folgenden Funktionen verantwortlich:
Geschäftsverwaltung",{'deal': 'Geschäft'},Geschäftspublikationen erledigen die folgenden Aufgaben:,Geschäftspublikationen erledigen die folgenden Aufgaben:,Deal Verlag erfüllt die folgenden Funktionen:,qwen3b_strong,Geschäftspublikationen erledigen die folgenden Aufgaben:,1.0,{'deal': 'Hinweis'},Hinweisverlag erfüllt die folgenden Aufgaben:,{},0,Geschäftspublikationen erledigen die folgenden Aufgaben:,{},0,Geschäftspublikationen erledigen die folgenden Aufgaben:,{},0,"Dealsuche GmbH ist für die folgenden Funktionen verantwortlich:
Geschäftsverwaltung",{},0
The following table contains the options for format_string.,Die folgende Tabelle enthält die Optionen für Formatzeichenfolge.,{'string': 'Zeichenfolge'},Die folgende Tabelle enthält die Optionen für format_string.,Die folgende Tabelle enthält die Optionen für format_string.,Die folgende Tabelle enthält die Optionen für format_string.,Zeichenfolgenformatierungsoptionen finden Sie in der folgenden Tabelle.,Zeichenfolgenformatierungsoptionen finden Sie in der folgenden Tabelle.,{'string': 'Zeichenfolge'},Die folgende Tabelle enthält die Optionen für die Zeichenfolge.,Die folgende Tabelle enthält die Optionen für die Zeichenfolge.,Die folgende Tabelle enthält die Optionen für format_string.,qwen3b_strong,Die folgende Tabelle enthält die Optionen für die Zeichenfolge.,1.0,{'string': 'Modul'},Die folgende Tabelle enthält die Optionen für den Modul format_modul.,{},0,Die folgende Tabelle enthält die Optionen für die Zeichenfolge.,{},0,Die folgende Tabelle enthält die Optionen für format_Zeichenfolge.,{},0,Zeichenfolgenformatierungsoptionen finden Sie in der folgenden Tabelle.,{},0
Select the datasource from which you want to import data.,"Wählen Sie die Datenquelle aus, aus der Sie Daten importieren möchten.",{'source': 'Datenquelle'},Wählen Sie die Datenquelle aus der von Ihnen zur Importation von Daten gewünscht ist.,"Datenquelle auswählen, von der Sie Daten importieren möchten.","Wählen Sie das Datenquellen aus, von dem Sie Daten importieren möchten.","Datenquelle auswählen, von der Sie Daten importieren möchten.","Datenquelle auswählen, von der Sie Daten importieren möchten.",{'source': 'Datenquelle'},"Wählen Sie die Datenquelle aus, von der Sie die Daten importieren möchten.","Wählen Sie die Datenquelle aus, von der Sie die Daten importieren möchten.","Wählen Sie die Datenquelle aus, von der Sie die Daten importieren möchten.",qwen3b_strong,"Wählen Sie die Datenquelle aus, von der Sie die Daten importieren möchten.",1.0,{'source': 'Anmerkung'},"Wählen Sie die Anmerkung aus, von der Sie die Daten importieren möchten.",{},0,"Wählen Sie die Datenquelle aus, von der Sie die Daten importieren möchten.",{},0,"Wählen Sie den Datenquellen aus, von denen Sie die Daten importieren möchten.",{},0,"Datenquelle auswählen, von der Sie Daten importieren möchten.",{},0
Create and Edit Currency Conversion Tables,Währungsumrechnungstabellen erstellen und bearbeiten,{'create': 'erstellen'},Erstellen und Bearbeiten von Währungskonvertierungs-Tabelle,Erstellen und Bearbeiten von Währungskonvertierungs-Tabelle,"Gerne! Hier ist die deutsche Übersetzung:

Erstellen und Bearbeiten von Währungsumrechnungstabelle","Gerne! Hier ist die deutsche Übersetzung:

Erstellen und Bearbeiten von Währungskonvertierungs-Tabelle",Erstellen und Bearbeiten von Währungskonvertierungs-Tabelle,{'create': 'erstellen'},Erstellen und Bearbeiten von Währungsumrechnungstafeln,Erstellen und Bearbeiten von Währungsumrechnungstabellen,Erstellen und Bearbeiten von Währungsumrechnungstafeln,qwen3b_strong,Erstellen und Bearbeiten von Währungsumrechnungstabellen,1.0,{'create': 'Vorgehensweise'},Vorgehensweise zur Erstellung und Bearbeitung von Währungsuebersetzungs-Tabellen,{},0,Erstellen und Bearbeiten von Währungsumrechnungstabellen,{},0,Erstellen und Bearbeiten von Währungsumrechnungstafeln,{},0,Erstellen und Bearbeiten von Währungskonvertierungs-Tabelle,{},0
Restart the failed message.,Starten Sie die fehlgeschlagene Nachricht neu.,{'message': 'Nachricht'},Neu starten der fehlgeschlagenen Nachricht.,Nachricht beenden und neu starten.,Gerätschaftilfe,Nicht erfolgreich gestartete Nachricht wiederherstellen,Nicht erfolgreich gestartete Nachricht wiederherstellen,{'message': 'Nachricht'},Ersetze die fehlerhafte Nachricht.,Neustarten der fehlgeschlagenen Nachricht.,Ersetze das fehlerhafte Nachrichtenblatt.,qwen3b_strong,Neustarten der fehlgeschlagenen Nachricht.,1.0,{'message': 'Zuordnung'},Ersetze die fehlerhafte Zuordnung.,{},0,Neustarten der fehlgeschlagenen Nachricht.,{},0,Restart die fehlerhafte Nachricht.,{},0,Nicht erfolgreich gestartete Nachricht wiederherstellen,{},0
AP Open Item or,offener Debitorenposten oder,{'item': 'Posten'},AP Offene Posten,Posten oder,Gerne!,AP Offene Posten,AP Offene Posten,{'item': 'Posten'},AP Offenheitsposten oder,Posten oder,AP Offen Item oder,qwen3b_strong,Posten oder,1.0,{'item': 'Dokument'},AP Offenständiges Dokument oder,{},0,Posten oder,{},0,AP Offenes Element oder,{},0,AP Offene Posten,{},0
You can upload files only of the following types:,Es ist nur ein Upload folgender Dateitypen möglich:,{'upload': 'Upload'},Du kannst nur Dateien der folgenden Typen hochladen:,Upload nur Dateien der folgenden Typen hochzuladen:,Sie können nur Dateien der folgenden Typen hochladen:,"Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:",{'upload': 'Upload'},Sie können nur die folgenden Dateitypen hochladen:,Sie können nur die folgenden Dateitypen hochladen:,Sie können nur die folgenden Dateitypen hochladen:,qwen3b_strong,Sie können nur die folgenden Dateitypen hochladen:,0.0,{'upload': 'Art'},Sie können nur die folgenden Arten von Dateien hochladen:,{'upload': 'Upload'},1,Sie können nur die folgenden Uploadarten hochladen:,{},0,Sie können nur die folgenden Dateiformate hochladen:,{'upload': 'Upload'},1,"Gerne! Hier ist die deutsche Übersetzung: ""Sie können nur Dateien der folgenden Typen hochladen:""",{'upload': 'Upload'},1
List View and Graphical View.,Listensicht und  Grafische Sicht.,{'list view': 'Listensicht'},Listensicht und Grafikansicht.,Listensicht und Grafikansicht.,Listeansicht und Grafikansicht,Listensicht und Grafikansicht.,Listensicht und Grafikansicht.,{'list view': 'Listensicht'},Listensicht und Grafische Ansicht.,Listensicht und Grafische Ansicht.,ListView und Grafische Ansicht.,qwen3b_strong,Listensicht und Grafische Ansicht.,1.0,{'list view': 'markieren'},Markieren und graphischer Ansicht.,{},0,Listensicht und Grafische Ansicht.,{},0,Listensicht und Grafische Ansicht.,{},0,Listensicht und Grafikansicht.,{},0
Select the columns to display on the smart table.,"Spalten auswählen, die in der intelligenten Tabelle angezeigt werden sollen.","{'select': 'auswählen', 'Table': 'Tabelle'}",Auswählen der Spalten für die Smart-Tabelle anzeigen.,Auswählen der Spalten für die Smart-Tabelle anzeigen.,"Von der Smart-Tabelle anzeigen möchten, wählen Sie die Spalten aus.","Gerne! Hier ist die deutsche Übersetzung:

Deutsch: Auswählen Sie die Spalten, die auf der Smart-Tabelle angezeigt werden sollen.","Deutsch: Auswählen Sie die Spalten, die auf der Smart-Tabelle angezeigt werden sollen.","{'select': 'auswählen', 'Table': 'Tabelle'}","Auswählen die Spalten, die auf der Intelligenztabelle angezeigt werden sollen. 

Note: The term ""smart table"" is not commonly used in German technical contexts. A more appropriate translation would be ""Intelligenztabelle,"" which is a direct transliteration of ""smart table."" However, if you prefer to keep it as ""Intelligenztabelle,"" then my previous translation is correct. If you want to use ""Intelligenztabelle,"" here's how it would look:

German translation (using ""Intelligenztabelle""):
Auswählen die Spalten, die auf der Intelligenztabelle angezeigt werden sollen.","Auswählen die Spalten, die auf der intelligenten Tabelle angezeigt werden sollen.","Wählen Sie die Spalten aus, die auf der Integrierten Tabelle angezeigt werden sollen.",qwen3b_strong,"Auswählen die Spalten, die auf der intelligenten Tabelle angezeigt werden sollen.",1.0,"{'select': 'terminiert', 'Table': 'Machine Learning'}","Terminiere die Spalten, die auf der Smart-Tabelle angezeigt werden sollen.",{},0,"Auswählen die Spalten, die auf der intelligenten Tabelle angezeigt werden sollen.",{},0,"Auswählen die Spalten, die auf der Integrierten Tabelle angezeigt werden.",{},0,"Deutsch: Auswählen Sie die Spalten, die auf der Smart-Tabelle angezeigt werden sollen.",{},0
This issue can be caused by any of the following scenarios:,This issue can be caused by any of the following scenarios:,"{'following': 'Following', 'scenario': 'Scenario', 'issue': 'Issue'}",Dieses Problem kann durch jeden der folgenden Scenarien verursacht werden:,Dieses Problem kann durch jeden der folgenden Scenarien verursacht werden:,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.",This issue can be caused by any of the following scenarios:,This issue can be caused by any of the following scenarios:,"{'following': 'Following', 'scenario': 'Scenario', 'issue': 'Issue'}","Diese Frage kann durch die folgenden Szenarien verursacht werden:

Note: The term ""Issue"" is commonly translated as ""Frage"" in this context, but it's important to consider the specific field or document you're translating for, as ""Problembereich"" or ""Fragenstellung"" might also be appropriate depending on the subject matter. However, based on the given terminology, I've used ""Frage"" which is a common translation for ""Issue.""",Diese Issue kann durch die folgenden Szenarien verursacht werden:,Diese Frage kann durch die folgenden Situationen verursacht werden:,qwen3b_strong,Diese Issue kann durch die folgenden Szenarien verursacht werden:,0.3333333333333333,"{'following': 'Load', 'scenario': 'Anbieter', 'issue': 'Art'}",Diese Art kann durch die folgenden Anbieterursachen verursacht werden:,"{'following': 'Following', 'scenario': 'Scenario'}",2,Diese Issue kann durch die folgenden Scenarios verursacht werden:,{'following': 'Following'},1,Diese Issue kann durch die folgenden Scenarios verursacht werden:,{},0,This issue can be caused by any of the following scenarios:,{},0
Select the tag you want to map to the indicator.,"Wählen Sie das Tag, das Sie dem Indikator zuordnen möchten.",{'indicator': 'Indikator'},"Wählen Sie den Tag aus, der dem Indikator zugeordnet werden soll.","Indizieren Sie den Tag, der zum Indikator mappen soll.","Von der Liste auswählen, die Sie zu dem Indikator mappen möchten.","Indizieren Sie den Tag, der mit dem Indikator verknüpft werden soll.","Indizieren Sie den Tag, der mit dem Indikator verknüpft werden soll.",{'indicator': 'Indikator'},"Wählen Sie den Tag aus, der dem Indikator zugeordnet werden soll.","Wählen Sie den Tag aus, der zu dem Indikator umgeleitet werden soll.","Wählen Sie die Tag, der zu dem Indikator zugeordnet werden soll.",qwen3b_strong,"Wählen Sie den Tag aus, der zu dem Indikator umgeleitet werden soll.",1.0,{'indicator': 'Kurseinheit'},"Wählen Sie die Tags aus, die der Kurs Einheit zugeordnet werden sollen.",{},0,"Wählen Sie den Tag aus, der zu dem Indikator umgeleitet werden soll.",{},0,"Wähle den Tag, der zu dem Indikator gehört.",{},0,"Indizieren Sie den Tag, der mit dem Indikator verknüpft werden soll.",{},0
Reassigning Change Documents,Neuzuordnung von Änderungsdokumenten,{'change document': 'Änderungsdokument'},Änderungsdokumenten zurückgeben,Änderungsdokumenten zuweisen,Reassignieren von Änderungsanträgen,Änderungs-Dokumente anfordern,Änderungs-Dokumente anfordern,{'change document': 'Änderungsdokument'},Änderungsdokument umreichen,Änderungsdokument umverteilen,Änderungsanforderungen zurückzuteilen,qwen3b_strong,Änderungsdokument umverteilen,1.0,{'change document': 'Meldung'},"Releasieren von Änderungsberichten

Note: The term ""Reassigning"" in this context is not commonly used in German for the process of reassigning change documents. In project management and IT contexts, it's more common to use terms like ""Übertragen"" (transfer) or ""Zuweisen"" (assignment). However, if we strictly follow the given terminology where ""Meldung"" is used for ""Change Document,"" then ""Releasieren"" (release) is used for the action of making something active or available, which can be metaphorically applied to the concept of reassigning a change document.",{},0,Änderungsdokument umverteilen,{},0,Änderungsdokumenten reinsenden,{'change document': 'Änderungsdokument'},1,Änderungsdokumente anfordern,{},0
The request is deleted.,Der Antrag wird gelöscht.,{'request': 'Antrag'},Der Antrag wurde gelöscht.,Der Antrag wird gelöscht.,Der Request wurde gelöscht.,Der Antrag wurde gelöscht.,Der Antrag wurde gelöscht.,{'request': 'Antrag'},Der Antrag wird gelöscht.,Der Antrag ist gelöscht.,Die Anfrage wird gelöscht.,qwen3b_strong,Der Antrag ist gelöscht.,1.0,{'request': 'Nachricht'},Die Nachricht wird gelöscht.,{},0,Der Antrag ist gelöscht.,{},0,Der Antrag ist gelöscht.,{},0,Der Antrag wurde gelöscht.,{},0
Any other Transaction Type :,Beliebige andere Geschäftsart:,{'transaction': 'Geschäft'},Geschäft :,Geschäft :,Anfordern Sie eine andere Transaktionsart :,Geschäftszahlung,Geschäftszahlung,{'transaction': 'Geschäft'},Gibt es noch andere Geschäftstypen?,Jeder andere Geschäftstyp:,Jeder andere Transaktionsart:,qwen3b_strong,Jeder andere Geschäftstyp:,1.0,{'transaction': 'Seitenbereich'},Jeder andere Seitenbereich:,{},0,Jeder andere Geschäftstyp:,{},0,Jeder andere Geschäftsart:,{},0,Geschäftszahlung,{},0
Deactivate Application Log,Deactivate Application Log,{'log': 'Log'},Deaktivieren Sie das Anwendungslager,Deaktivieren Sie das Anwendungslager,Deaktivieren Sie das Anwendungsspeicherkonto,Deaktivieren Sie das Anwendungsprotokoll,Deaktivieren Sie das Anwendungsprotokoll,{'log': 'Log'},Deaktiviere Anwendungslog,Deaktiviere Anwendungslog,Deaktiviere Anwendungsprotokoll,qwen3b_strong,Deaktiviere Anwendungslog,1.0,{'log': 'erstellen'},Deaktivieren Sie das Anwendungslog,{},0,Deaktiviere Anwendungslog,{},0,Deaktiviere Anwendungslog,{'log': 'Log'},1,Deaktivieren Sie das Anwendungslog,{},0
